id,date,user,pc,activity
{A5B4-Y9QB15UF-5223UUQQ},01/21/2010 10:07:34,JJH0613,PC-9171,Disconnect
{D1T6-R5HG43UL-3261NSAV},01/21/2010 10:07:56,JDF0593,PC-6301,Connect
{L3U8-I1GG63RZ-4622DOWU},01/21/2010 10:08:17,CLB0774,PC-7029,Connect
{H7P7-K6EB63GP-1435SLJX},01/21/2010 10:08:24,HRL0540,PC-1117,Connect
{A2L4-A6QQ23HC-3112YSXI},01/21/2010 10:08:42,HRL0540,PC-1117,Disconnect
{A5K3-G1SI09GC-1679ULBQ},01/21/2010 10:08:55,HPH0075,PC-2417,Connect
{L0E9-V5PV77MQ-8603ONOL},01/21/2010 10:09:12,DIW0118,PC-0174,Disconnect
{U0V5-D0WU97LF-1286KQIG},01/21/2010 10:09:28,VCC0396,PC-4582,Connect
{V8B0-A4KH04RZ-9129DWHV},01/21/2010 10:11:00,HPH0075,PC-2417,Disconnect
{E8D4-O0RO96LY-4087GXJV},01/21/2010 10:11:00,MPT0376,PC-7408,Connect
{L2G1-L3ZX57SF-9842HQTX},01/21/2010 10:11:11,MLL0598,PC-0189,Disconnect
{Y3U4-L2OJ45JF-0553NBPQ},01/21/2010 10:11:43,WIF0691,PC-6390,Connect
{P6H2-R2HG99ZY-1881KLIQ},01/21/2010 10:11:49,JNJ0556,PC-0576,Connect
{O8L6-B0JY73HL-3035YCFB},01/21/2010 10:12:28,IJM0776,PC-0198,Connect
{I9M4-V6DY60KI-0902BXOV},01/21/2010 10:12:30,MDM0625,PC-4984,Connect
{V0O9-O2TS11VQ-4687RIRF},01/21/2010 10:13:28,JDB0169,PC-7502,Connect
{I9S5-M7PP26AA-9179MOTU},01/21/2010 10:13:43,JDB0169,PC-7502,Disconnect
{K4L9-U2YU07UX-4121UERU},01/21/2010 10:13:48,JDB0169,PC-7502,Connect
{R9D9-J6NK18XE-5257DBUM},01/21/2010 10:13:55,JDB0169,PC-7502,Disconnect
{Q1U6-N4MA21FZ-7808JAUQ},01/21/2010 10:14:09,JDB0169,PC-7502,Connect
{N8I7-D5TG74LH-2997MQGH},01/21/2010 10:14:18,PMV0850,PC-4547,Disconnect
{S1J6-C9PZ82FA-3023UXIF},01/21/2010 10:14:53,HCL0651,PC-8314,Connect
{E4L4-Z3FU00MR-5781OYHX},01/21/2010 10:14:55,JDB0169,PC-7502,Disconnect
{M3Q0-M8AH88VJ-5589SRCL},01/21/2010 10:16:02,JDB0169,PC-7502,Connect
{I3H2-W1TB12HS-1960WFJI},01/21/2010 10:16:05,BJM0111,PC-6866,Connect
{D8H7-F1ZR18HU-5698SVAS},01/21/2010 10:16:14,HCM0267,PC-7651,Connect
{P9O6-U1MY29EJ-4096YKDW},01/21/2010 10:16:23,JDB0169,PC-7502,Disconnect
{Z4G4-E5SD24SG-2216ERQP},01/21/2010 10:16:37,JDB0169,PC-7502,Connect
{Z2Z3-N0HI24DV-7269HGNG},01/21/2010 10:16:47,VMJ0546,PC-9000,Disconnect
{K8M0-Y5PQ34OX-9413KKZP},01/21/2010 10:16:53,JDB0169,PC-7502,Disconnect
{Q2Q6-L4KN67DY-8368YIFS},01/21/2010 10:17:21,JDB0169,PC-7502,Connect
{V2C2-S1XW40BD-6100KMIX},01/21/2010 10:17:25,CTA0020,PC-3118,Connect
{Q3D7-X2OU03PX-4408TCVR},01/21/2010 10:17:34,HCS0003,PC-3054,Connect
{A0Z9-T7WW45YF-6664WWRP},01/21/2010 10:17:49,JDB0169,PC-7502,Disconnect
{V5O1-J7HZ00ST-8305XQLN},01/21/2010 10:18:03,JDB0169,PC-7502,Connect
{G8S9-F2GT72BK-1608SGOX},01/21/2010 10:18:06,BQS0525,PC-0269,Connect
{O3Y8-H2MI11YX-3843WXUZ},01/21/2010 10:18:11,JDB0169,PC-7502,Disconnect
{D3A9-P0HI94YL-4482NTBY},01/21/2010 10:18:14,WIF0691,PC-6390,Disconnect
{V2P5-Q5FA68IU-1903FZYG},01/21/2010 10:18:37,JDB0169,PC-7502,Connect
{R4C5-B8HC80GT-4539KAWA},01/21/2010 10:18:42,JDB0169,PC-7502,Disconnect
{L1H5-X4KC83ZV-2614QZBC},01/21/2010 10:18:49,HCL0651,PC-8314,Disconnect
{R1P8-X2SL27LJ-6113GHSC},01/21/2010 10:19:04,JDB0169,PC-7502,Connect
{R4E0-I4BE33PQ-9119TKHU},01/21/2010 10:19:10,JDB0169,PC-7502,Disconnect
{C2E3-Q1AZ80KO-1086OJUR},01/21/2010 10:19:18,MPT0376,PC-7408,Disconnect
{K7C9-C0VB83LU-2215RMJC},01/21/2010 10:19:40,BJP0134,PC-0898,Disconnect
{X2Y9-C8KA81KN-5004GJIR},01/21/2010 10:19:42,AIB0948,PC-8245,Disconnect
{D1G5-U5OX78CO-0886GJQN},01/21/2010 10:19:46,HCM0267,PC-7651,Disconnect
{X1V2-P5JJ50NX-5942QYEH},01/21/2010 10:19:50,BQS0525,PC-0269,Disconnect
{C4P2-Q4WZ95NP-7288ILBJ},01/21/2010 10:19:52,PNL0301,PC-5611,Disconnect
{I4H6-W1ZD07NP-4010UKOT},01/21/2010 10:21:08,QRM0739,PC-7343,Connect
{T3Q4-E9ZV39JB-1532ZDMR},01/21/2010 10:22:58,MTB0620,PC-9348,Connect
{X3C9-C1KJ42WM-8422CXOO},01/21/2010 10:24:15,LCB0664,PC-3196,Connect
{X7L9-N5ZV76OB-3456DDND},01/21/2010 10:24:39,BJP0134,PC-0898,Connect
{R2R5-L3UG79TL-7297QILP},01/21/2010 10:24:39,GZC0735,PC-8219,Connect
{Q6Y1-L7IH91AA-0663QGJU},01/21/2010 10:24:39,LBH0942,PC-3640,Connect
{Q9I7-T6LQ14YL-7863OVUI},01/21/2010 10:24:56,RRP0568,PC-3735,Connect
{P5V9-Q1MH93GH-6813AMTL},01/21/2010 10:25:04,MTB0620,PC-9348,Disconnect
{E4M4-J9HN47VS-3729JOQO},01/21/2010 10:25:24,THR0873,PC-4804,Connect
{E3L3-W9QJ92UR-2979NQIW},01/21/2010 10:25:32,ICH0294,PC-8526,Disconnect
{H0I5-Y5FT48MF-9295GWQS},01/21/2010 10:25:35,UAD0771,PC-2499,Connect
{X8I8-X4PD53QR-9194PCAA},01/21/2010 10:26:11,VIA0063,PC-2684,Connect
{P7X6-Y4UV23ZO-9507MOWD},01/21/2010 10:27:08,CAM0681,PC-4953,Disconnect
{Z3U3-I7QI23CL-5482OMJJ},01/21/2010 10:27:09,RSC0089,PC-9929,Disconnect
{S4T1-Y9JD85FT-6182MVNU},01/21/2010 10:27:15,NWT0098,PC-4667,Disconnect
{S6P3-U7HM33KA-7320XTRN},01/21/2010 10:27:47,BJM0111,PC-6866,Disconnect
{Q1E7-G6VO21UN-4641MQJF},01/21/2010 10:28:05,RAR0725,PC-4159,Connect
{O5I5-H1VC81DB-0127WBJZ},01/21/2010 10:28:17,HCM0267,PC-7651,Connect
{R2M4-P3IS58XC-7514SUPF},01/21/2010 10:29:07,HCM0267,PC-7651,Disconnect
{T1M0-I0QK08BT-3243PKAP},01/21/2010 10:29:52,BSS0369,PC-3672,Disconnect
{R9K7-P7FF30DW-2292TLBF},01/21/2010 10:30:06,SCP0130,PC-2057,Connect
{C6W3-A2IB83GP-9720GGZD},01/21/2010 10:31:36,BRB0355,PC-9896,Connect
{K8E9-C6TS21QA-8939SFMW},01/21/2010 10:31:44,AVM0947,PC-0285,Disconnect
{Y3G9-H2GW40PT-7173JYOH},01/21/2010 10:32:44,AKR0057,PC-2879,Connect
{P3T8-T6TF37GV-0239PUYD},01/21/2010 10:34:12,IIW0249,PC-0843,Connect
{Q1V3-G2WS88BP-3414FIRX},01/21/2010 10:34:27,CTA0020,PC-3118,Disconnect
{T9J1-U6XX76FW-1719EHOD},01/21/2010 10:34:39,OBH0499,PC-7989,Connect
{O4T9-Z0JY54VB-6041XWTM},01/21/2010 10:35:11,BJP0134,PC-0898,Disconnect
{A6I9-K4CW06XJ-0461ABGF},01/21/2010 10:35:44,RMW0542,PC-7543,Connect
{R5R0-I1PG00IL-4869HOVX},01/21/2010 10:36:31,BJM0111,PC-6866,Connect
{H4N1-S4VY84SD-3342NHEO},01/21/2010 10:36:36,FEB0306,PC-7757,Connect
{G9T5-F9BA76IP-5387ISFC},01/21/2010 10:37:02,AJN0607,PC-8303,Connect
{D9G2-P3WZ80JX-8610QEIX},01/21/2010 10:37:09,BSS0369,PC-3672,Connect
{L6F3-D3JG51PL-0353YMFK},01/21/2010 10:37:18,VCC0396,PC-4582,Disconnect
{G9N7-W5TO29DI-0208XRWQ},01/21/2010 10:38:10,LBH0942,PC-3640,Disconnect
{G7T4-D6UX29WP-6807GIQU},01/21/2010 10:38:35,CTA0020,PC-3118,Connect
{F2Z0-E3KT36ZQ-9090EMHX},01/21/2010 10:38:53,BJM0111,PC-6866,Disconnect
{S5K0-H6XJ62UZ-9064KKQL},01/21/2010 10:39:20,XHW0498,PC-9840,Connect
{W9P2-D2BB28XJ-6973TIFM},01/21/2010 10:40:25,RAR0725,PC-4159,Disconnect
{R6O2-Q1YC27XC-8662CNDX},01/21/2010 10:40:36,THR0873,PC-4804,Disconnect
{K9D7-H4MW93XZ-9808ZJFE},01/21/2010 10:41:13,LCB0664,PC-3196,Disconnect
{T8D5-D9ZP19OR-4615TZOH},01/21/2010 10:42:14,AAF0535,PC-2408,Connect
{H3W3-R2KC70UC-0824SZOK},01/21/2010 10:42:29,HXL0968,PC-0623,Disconnect
{W7J2-R8BS87BO-8238YSKH},01/21/2010 10:46:05,KRL0501,PC-7206,Disconnect
{U6K8-Q8WS70GV-7417HUYE},01/21/2010 10:46:28,UAD0771,PC-2499,Disconnect
{S4E9-L5AL91GT-7170GPZC},01/21/2010 10:48:04,MDM0625,PC-4984,Disconnect
{X1U5-Q6SX71OX-4556UIPL},01/21/2010 10:49:58,MPM0220,PC-2344,Connect
{H3B8-A9IY44ZB-6121EBAV},01/21/2010 10:50:12,LCB0664,PC-3196,Connect
{Q0L0-R5OK30DT-0155KFGF},01/21/2010 10:50:33,MPM0220,PC-2344,Disconnect
{C6W9-H6QY56YZ-2248BMUH},01/21/2010 10:50:52,HCM0267,PC-7651,Connect
{F4L5-Z7EI49AD-1247AZOX},01/21/2010 10:51:12,MOS0047,PC-5820,Disconnect
{V6A1-L4FY97PH-7223AZSD},01/21/2010 10:51:26,LCB0664,PC-3196,Disconnect
{W4B1-A2JQ76LY-8492LLBS},01/21/2010 10:51:29,HWW0436,PC-8391,Connect
{D5V4-F7SJ75KU-6021YPEY},01/21/2010 10:51:47,IIW0249,PC-0843,Disconnect
{T5F2-F6YE89DB-3494BQGF},01/21/2010 10:53:12,HCM0267,PC-7651,Disconnect
{A3I5-K2HV42IV-4119CFAL},01/21/2010 10:53:38,MLL0598,PC-0189,Connect
{D1X2-O2HT82WD-7972NBLW},01/21/2010 10:53:44,JBD0616,PC-1479,Connect
{T0M6-I4MK88AY-0502SFFD},01/21/2010 10:54:38,NWT0098,PC-4667,Connect
{N7L1-A9VH23GG-7888NNWX},01/21/2010 10:54:46,LRR0148,PC-4275,Connect
{H7Y5-U5GE80GT-0662PMPZ},01/21/2010 10:54:51,BSS0369,PC-3672,Disconnect
{Y8W5-W9FB03IP-6701WUHU},01/21/2010 10:55:08,CTA0020,PC-3118,Disconnect
{Z0P8-W4AD40QX-5488QCAF},01/21/2010 10:56:04,RMW0542,PC-7543,Disconnect
{Q8F1-F2IJ68SW-7103RVBJ},01/21/2010 10:57:00,MDH0580,PC-4579,Connect
{M3W1-W0DG58CU-9470JUIX},01/21/2010 10:57:18,IIW0249,PC-0843,Connect
{H6K7-J6QY79KC-1713GHZJ},01/21/2010 10:57:58,EIS0041,PC-9255,Connect
{O9L7-K8ED03OS-5459DMXM},01/21/2010 10:58:35,FEB0306,PC-7757,Disconnect
{H7P7-V8PV99BP-7120MHFQ},01/21/2010 10:59:39,LBH0942,PC-3640,Connect
{U8P2-Z8BS23GP-6352ENMQ},01/21/2010 10:59:53,PSF0133,PC-4925,Connect
{U7I6-U3PN59FW-2871IOZW},01/21/2010 11:00:36,JNJ0556,PC-0576,Disconnect
{L4S1-Z9GD18CA-6014SLGK},01/21/2010 11:01:25,AAF0535,PC-2408,Disconnect
{Z6Q0-L9KH29EV-6513UIEK},01/21/2010 11:01:31,CLB0774,PC-7029,Disconnect
{Q3Q6-B4SM54KF-5922KARJ},01/21/2010 11:01:47,HPH0075,PC-2417,Connect
{S1E5-F7GN91FX-5862WGUQ},01/21/2010 11:02:39,XHW0498,PC-9840,Disconnect
{K1B0-D1EH61CT-8207OMXC},01/21/2010 11:02:42,BQS0525,PC-0269,Connect
{D0A2-A2AL71YX-4002OCSS},01/21/2010 11:03:27,GZC0735,PC-8219,Disconnect
{Q4Z5-H5JT84DA-3366NDNS},01/21/2010 11:03:28,NWT0098,PC-4667,Disconnect
{Y4Q9-F1EJ93CR-4205WASX},01/21/2010 11:03:49,HDH0928,PC-0252,Connect
{U7V8-F6ZH79YT-2427OKCR},01/21/2010 11:04:17,HRL0540,PC-1117,Connect
{P0D6-Z4ZL29XO-7783XUCC},01/21/2010 11:05:07,BQS0525,PC-0269,Disconnect
{B7N3-K8CU45DX-1057YNHY},01/21/2010 11:05:17,CGB0637,PC-8508,Connect
{C4Y6-O3AT39SJ-7231MNAI},01/21/2010 11:05:22,HRL0540,PC-1117,Disconnect
{G0C9-T7QL53GT-1525RVRK},01/21/2010 11:06:10,AKR0057,PC-2879,Disconnect
{T8B2-H0VF34QP-1444RQSP},01/21/2010 11:06:20,OBH0499,PC-7989,Disconnect
{H8Z2-K4UA38DX-3475CRMA},01/21/2010 11:07:06,EIS0041,PC-9255,Disconnect
{O2N6-S0JT09PQ-1835HKNE},01/21/2010 11:07:13,LRR0148,PC-4275,Disconnect
{K5F3-M4SI52QR-2956IRJI},01/21/2010 11:07:42,HDH0928,PC-0252,Disconnect
{Q9J2-B5IV86GW-4728LFWZ},01/21/2010 11:08:03,BMG0917,PC-6688,Connect
{L9D0-G6KM09MJ-7974UCCD},01/21/2010 11:08:37,SCP0130,PC-2057,Disconnect
{S7A1-X6TL23AZ-8407RFMH},01/21/2010 11:08:52,QRM0739,PC-7343,Disconnect
{I2T4-W3LM52MK-1032XSZK},01/21/2010 11:09:03,MLL0598,PC-0189,Disconnect
{C9S7-P0ZL78IX-8767IAMP},01/21/2010 11:09:59,HWW0436,PC-8391,Disconnect
{Y9G0-C2PU51TL-3291SDFF},01/21/2010 11:10:14,EIS0041,PC-9255,Connect
{P4V2-G2FV24SJ-5653GCJO},01/21/2010 11:10:50,BJP0134,PC-0898,Connect
{R5T1-O1VO96VU-6324GWGD},01/21/2010 11:11:03,GZC0735,PC-8219,Connect
{I7O6-P2UA60GB-7263RMCP},01/21/2010 11:11:32,RRP0568,PC-3735,Disconnect
{O8B2-L8MJ66DN-1320TNEX},01/21/2010 11:12:25,QRM0739,PC-7343,Connect
{Q7L1-R3WV66JJ-1464RBIA},01/21/2010 11:12:51,BRB0355,PC-9896,Disconnect
{W2W1-J5GW12GN-2301GULM},01/21/2010 11:13:26,LBF0214,PC-3819,Connect
{F1A6-E8GM03EG-1467VWLC},01/21/2010 11:17:12,BMG0917,PC-6688,Disconnect
{P4P8-U8HV86RM-7393MEBO},01/21/2010 11:17:44,MLL0598,PC-0189,Connect
{K9Z7-K7KW16JN-1131XPXV},01/21/2010 11:20:09,HAD0246,PC-0926,Connect
{W4S7-Z3EM38KS-0993OWVV},01/21/2010 11:20:18,HWW0436,PC-8391,Connect
{V0J1-L8QJ45AI-2338TKUL},01/21/2010 11:21:15,HPH0075,PC-2417,Disconnect
{L9J0-H4JK92BX-7097ZGPB},01/21/2010 11:21:30,HPH0075,PC-2417,Connect
{O5Q7-T4MD97CN-0287YYDU},01/21/2010 11:21:42,VIA0063,PC-2684,Disconnect
{A6D6-L4TO94HD-7740TKBC},01/21/2010 11:22:04,HPH0075,PC-2417,Disconnect
{Z5J6-N4QL12HX-1360AGBJ},01/21/2010 11:22:50,AVM0947,PC-0285,Connect
{B1G5-K3ZP33EH-3170KPTK},01/21/2010 11:24:05,KKW0879,PC-2531,Connect
{V3C1-X5KI31CO-3941ZEWP},01/21/2010 11:24:39,RNP0211,PC-1736,Connect
{K4L8-N7RC86WI-0919ZYWA},01/21/2010 11:25:02,CLB0774,PC-7029,Connect
{O7I1-X9QZ54OQ-5986IFKJ},01/21/2010 11:25:07,LCB0664,PC-3196,Connect
{T7O0-U2TZ80KU-5071XPOA},01/21/2010 11:26:05,MOH0273,PC-6699,Connect
{I1H4-F1LY99HD-5570EFMB},01/21/2010 11:27:00,FFC0891,PC-5843,Connect
{Q5W5-J3NF40OF-1538LGNF},01/21/2010 11:27:33,BJP0134,PC-0898,Disconnect
{X9P4-P9QG80RB-8734AJVV},01/21/2010 11:27:44,DLM0051,PC-0166,Connect
{O5F0-K1MC66SE-5551QUUH},01/21/2010 11:28:24,CEJ0109,PC-6980,Connect
{N2V6-Y6LO52DL-2412YXCB},01/21/2010 11:28:38,VIA0063,PC-2684,Connect
{P5B7-P8PL43IO-8575ZTWN},01/21/2010 11:29:13,JBD0616,PC-1479,Disconnect
{X4H7-R8TO50SS-4548DLPQ},01/21/2010 11:29:16,RNP0211,PC-1736,Disconnect
{M6A1-Z0RL38PW-0159MCNM},01/21/2010 11:29:18,LCB0664,PC-3196,Disconnect
{I9C6-H9WN96YP-2353PICZ},01/21/2010 11:29:26,PSF0133,PC-4925,Disconnect
{T9F4-G3XX23FC-2492ORKY},01/21/2010 11:29:46,FFC0891,PC-5843,Disconnect
{R0O4-M8SI85RZ-5411VIIU},01/21/2010 11:30:21,EGD0132,PC-4211,Connect
{I9N7-Q3SG68WM-7562ZWNM},01/21/2010 11:30:49,HCS0003,PC-3054,Disconnect
{L1Y6-Z0JV31UR-2065JULI},01/21/2010 11:32:48,CLB0774,PC-7029,Disconnect
{N0K5-V0ZQ75EB-1021TYKJ},01/21/2010 11:34:18,BMT0528,PC-0202,Connect
{Z3Z5-U1BE25SK-3397UZUY},01/21/2010 11:34:27,HAD0246,PC-0926,Disconnect
{H9O3-W4JU05PA-3114JLKX},01/21/2010 11:35:25,AVM0947,PC-0285,Disconnect
{Y8T5-K3KM08DB-6703VQCM},01/21/2010 11:35:28,DLM0051,PC-0166,Disconnect
{L3V1-N4ER74YI-4512WFPM},01/21/2010 11:35:39,BJM0111,PC-6866,Connect
{V8Q0-V7RG22VM-6804MBCE},01/21/2010 11:38:06,AVM0947,PC-0285,Connect
{D1V5-S7FS26EW-5403EIFL},01/21/2010 11:38:28,SGM0021,PC-1528,Connect
{X2N3-A6LN07JU-5998VMQI},01/21/2010 11:39:22,LBH0942,PC-3640,Disconnect
{X7P6-B3VI32QN-5090VCFK},01/21/2010 11:39:30,OBH0499,PC-7989,Connect
{B4N2-O8XP05UW-1482KVXT},01/21/2010 11:41:40,HWW0436,PC-8391,Disconnect
{T6U0-K1ZO35VH-2523ZUEO},01/21/2010 11:43:07,IIW0249,PC-0843,Disconnect
{U9B6-T2BO89CN-1870PPRC},01/21/2010 11:43:36,BRB0355,PC-9896,Connect
{O1K1-L9NZ13WI-0005PYHZ},01/21/2010 11:44:50,JNJ0556,PC-0576,Connect
{X7X5-Y2YF23JF-4853KKVJ},01/21/2010 11:44:53,QRM0739,PC-7343,Disconnect
{V7Y8-X4IA21GJ-2589SXFV},01/21/2010 11:46:12,MLL0598,PC-0189,Disconnect
{H2C5-T8LN66BN-1170RWAY},01/21/2010 11:47:27,OBH0499,PC-7989,Disconnect
{V4K0-W4AD39CT-4210OKIG},01/21/2010 11:48:21,BVC0790,PC-0008,Connect
{N8S2-V7CU98MQ-5323LUNB},01/21/2010 11:48:25,JNJ0556,PC-0576,Disconnect
{H6M1-V3EK05IT-7533KCLE},01/21/2010 11:48:47,DPM0423,PC-2567,Connect
{A8A8-U3QO73RO-4733DAWX},01/21/2010 11:50:46,AAF0535,PC-2408,Connect
{T7K7-L3MH38IV-4286OGGN},01/21/2010 11:51:08,SCP0130,PC-2057,Connect
{Y3J5-L4RX08NJ-9854FANR},01/21/2010 11:51:52,QRM0739,PC-7343,Connect
{A7G5-A5IT42YF-4056QFAK},01/21/2010 11:52:11,GZC0735,PC-8219,Disconnect
{V1T2-D8JC01CP-2773QOWV},01/21/2010 11:52:15,CEJ0109,PC-6980,Disconnect
{F5U3-Y7IN06MF-7676CFFQ},01/21/2010 11:52:48,HCM0267,PC-7651,Connect
{Q3H5-M9PG29FE-2951VOKD},01/21/2010 11:53:20,RAR0725,PC-4159,Connect
{L5G2-E8ZV02SS-7930FOBJ},01/21/2010 11:53:22,LCB0664,PC-3196,Connect
{W6V3-I0VS48KR-4974DOLR},01/21/2010 11:53:50,BJM0111,PC-6866,Disconnect
{B3O3-Z8SO49MJ-6610YJSG},01/21/2010 11:54:42,XWD0923,PC-1637,Connect
{R1G4-J3UD74IH-8713ZMSG},01/21/2010 11:55:35,VTT0385,PC-5027,Connect
{I0O1-U1ES57VG-1295VAYR},01/21/2010 11:55:54,WIQ0567,PC-6113,Connect
{M0J4-T6QX62ET-1232CSKC},01/21/2010 11:55:56,CLB0774,PC-7029,Connect
{Y4H0-Y7MG30XB-0208KXAG},01/21/2010 11:56:13,LCC0819,PC-8192,Connect
{K3M3-L8LQ05NX-6804YBVT},01/21/2010 11:56:27,AVM0947,PC-0285,Disconnect
{Y2S9-X6RJ45ZP-9994RLDQ},01/21/2010 11:56:33,AJN0607,PC-8303,Disconnect
{Q4J6-W6TU38ID-9403ZZCG},01/21/2010 11:56:35,HCM0267,PC-7651,Disconnect
{I4S5-J6FE57PA-3662XTHY},01/21/2010 11:56:42,DMK0257,PC-1279,Connect
{V8V2-W3VR07CY-4956TGDH},01/21/2010 11:57:22,DBB0384,PC-4243,Connect
{W2D8-S8FA10FR-2660WTBK},01/21/2010 11:57:26,EDB0714,PC-6103,Connect
{O9Z0-B9VR09RN-2937VLRW},01/21/2010 11:57:30,JTS0389,PC-9931,Connect
{L1B4-S5HM03PM-5696XJLR},01/21/2010 11:57:45,EGD0132,PC-4211,Disconnect
{M3K7-M0HY18VU-9908ZPEA},01/21/2010 11:58:47,VTT0385,PC-5027,Disconnect
{J8Y8-Q3XQ15CG-3604IAPC},01/21/2010 12:01:06,TSR0676,PC-9227,Connect
{S6T7-U9ZI26PK-9005LSDL},01/21/2010 12:01:27,MDH0580,PC-4579,Disconnect
{Y3V6-U7QP58FU-6748VXNF},01/21/2010 12:01:29,AAF0535,PC-2408,Disconnect
{H0L0-N7BY63TN-3351BEEY},01/21/2010 12:01:43,KKW0879,PC-2531,Disconnect
{B5U2-Z8DC65LD-0035QCOJ},01/21/2010 12:02:50,BSS0369,PC-3672,Connect
{Z2C7-N6RQ46MN-8673OEEU},01/21/2010 12:03:48,DLM0051,PC-0166,Connect
{X6H8-H9FE67UQ-3520FRXH},01/21/2010 12:05:10,MLL0598,PC-0189,Connect
{P0B7-N0GV25EO-3751AGGE},01/21/2010 12:05:30,IIW0249,PC-0843,Connect
{C8T2-Q5YO07CR-6483ATIX},01/21/2010 12:07:06,OBH0499,PC-7989,Connect
{U4E9-Q2AU77YC-1542VLJK},01/21/2010 12:08:00,XWD0923,PC-1637,Disconnect
{F3S2-U7EQ43NR-0330XDXL},01/21/2010 12:08:06,ZKS0899,PC-8517,Connect
{G1G3-L4YQ69OA-8576GEJP},01/21/2010 12:08:48,BRB0355,PC-9896,Disconnect
{G0G8-A4MO16WT-5248TWFS},01/21/2010 12:08:49,CCL0068,PC-7699,Connect
{P3V4-I6BN15GE-5610IKFQ},01/21/2010 12:08:59,DPM0423,PC-2567,Disconnect
{I8Y4-U3FB68QF-7867AFAM},01/21/2010 12:09:15,JNJ0556,PC-0576,Connect
{G2P0-Z4UE44AC-0732PWMI},01/21/2010 12:10:39,LCC0819,PC-8192,Disconnect
{V2A8-M1FD39VC-4031STBG},01/21/2010 12:10:54,RAR0725,PC-4159,Disconnect
{M8G2-I6LV78IY-4440LORK},01/21/2010 12:11:22,HRL0540,PC-1117,Connect
{G4X1-C3SK08PM-4297WUBA},01/21/2010 12:11:58,DPM0423,PC-2567,Connect
{B7A9-E5IN17CV-6677IOBR},01/21/2010 12:12:32,VIA0063,PC-2684,Disconnect
{M1S4-F9AB56EQ-3511CXDD},01/21/2010 12:12:35,ZKS0899,PC-8517,Disconnect
{K6D6-Z0DR06WV-5826QUCF},01/21/2010 12:13:50,MPM0220,PC-2344,Connect
{M1K5-W0JP97ID-7351DKQT},01/21/2010 12:14:02,BSS0369,PC-3672,Disconnect
{S8G3-D0QQ01DZ-7966WXYE},01/21/2010 12:14:41,AJF0370,PC-8651,Connect
{O2Z4-V7EQ40AO-7360UUBN},01/21/2010 12:14:53,MPM0220,PC-2344,Disconnect
{V6Z3-G6PZ96WF-3680WGCM},01/21/2010 12:14:55,ZKS0899,PC-8517,Connect
{I0O6-X3NV27VS-3484CGQY},01/21/2010 12:15:25,JTS0389,PC-9931,Disconnect
{J6O9-Y3IV30TE-2682JPPY},01/21/2010 12:15:29,OBH0499,PC-7989,Disconnect
{A2Y0-S2MH23TU-4269JOGS},01/21/2010 12:15:34,BQS0525,PC-0269,Connect
{W0Q4-G4XF38QI-8412JEWA},01/21/2010 12:16:14,SGM0021,PC-1528,Disconnect
{J3T8-N4LX59PN-2196CXKA},01/21/2010 12:16:15,NWT0098,PC-4667,Connect
{I7F7-U3ZD11AE-6283AIUP},01/21/2010 12:16:32,CLB0774,PC-7029,Disconnect
{I8C7-L7CM86KX-5392HBAU},01/21/2010 12:17:27,HSB0196,PC-8001,Connect
{J0J3-D3VE28SN-5210SHZI},01/21/2010 12:17:31,DBB0384,PC-4243,Disconnect
{R3Z1-D0BC30GU-9138NBUJ},01/21/2010 12:17:37,MPT0376,PC-7408,Connect
{P5R8-Y8ID82RU-3989OPDZ},01/21/2010 12:17:39,CCL0068,PC-7699,Disconnect
{J7K7-N8IH09CK-2027LTMG},01/21/2010 12:17:47,HMM0108,PC-8052,Connect
{J3E4-M5VE39QJ-7421PFJB},01/21/2010 12:18:13,THR0873,PC-4804,Connect
{G9A8-T1LX92YX-2289KDPM},01/21/2010 12:18:20,BMT0528,PC-0202,Disconnect
{S5T2-A9BT65CY-8287QNYD},01/21/2010 12:19:18,CGB0637,PC-8508,Disconnect
{Z8Z3-V9PM07JG-1895VIWS},01/21/2010 12:20:04,BQS0525,PC-0269,Disconnect
{K0Z2-C6MX12WS-3212DLYN},01/21/2010 12:20:06,WIQ0567,PC-6113,Disconnect
{B4D4-R8SE93IR-8059MXJS},01/21/2010 12:20:43,LCB0664,PC-3196,Disconnect
{P5P9-F9FM55QE-2253POJN},01/21/2010 12:20:52,BSS0369,PC-3672,Connect
{M9H4-C3KQ44OR-6384MUKE},01/21/2010 12:20:55,BVC0790,PC-0008,Disconnect
{L2L0-R5DC03TG-7804RPJT},01/21/2010 12:22:15,DMK0257,PC-1279,Disconnect
{E8D7-X3NB06UC-9939DRLZ},01/21/2010 12:22:40,CLB0774,PC-7029,Connect
{L6L7-C3JQ57IZ-6444HCBE},01/21/2010 12:23:03,DLM0051,PC-0166,Disconnect
{M9M9-S2BL45NU-6534SYLE},01/21/2010 12:23:13,THR0873,PC-4804,Disconnect
{X0W7-E1XN62YX-7769GQKS},01/21/2010 12:23:47,ILJ0526,PC-7275,Connect
{O9L2-Q8BF39MP-0405QEMJ},01/21/2010 12:25:52,VTT0385,PC-5027,Connect
{M1R4-A4VK15OI-7244BEWA},01/21/2010 12:26:13,ZKS0899,PC-8517,Disconnect
{G1Q8-D4DX77ZY-3134YVKH},01/21/2010 12:27:01,DPM0423,PC-2567,Disconnect
